0.009120 0.000044 0.009587 0.017571 0.021932 0.021460 0.016070 0.006877 0.004055 0.014234 0.021362 0.023892 0.021367 0.014456 0.004730 0.005746 0.014875 0.020934 0.022850 0.020342 0.013918 0.004769 0.005430 0.014787 0.021516 0.024260 0.022373 0.016086 0.006511 0.004539 0.014894 0.022463 0.025668 0.023783 0.017102 0.006896 0.004835 0.015753 0.023649 0.026888 0.024741 0.017544 0.006644 0.005859 0.017523 0.026051 0.029753 0.027886 0.020792 0.009821
0.014498 0.019433 0.020183 0.016757 0.010012 0.001399 0.007365 0.014628 0.019073 0.019911 0.016996 0.010843 0.002564 0.006306 0.014065 0.019160 0.020509 0.017743 0.011322 0.002465 0.007074 0.015367 0.020708 0.021974 0.018864 0.011966 0.002643 0.007235 0.015670 0.020941 0.021958 0.018493 0.011237 0.001670 0.008237 0.016436 0.021230 0.021633 0.017582 0.009942 0.000316 0.009315 0.017017 0.021317 0.021498 0.017717 0.010925 0.002607 0.005575 0.012170
0.016869 0.013676 0.007718 0.000094 0.007722 0.014167 0.017902 0.018112 0.014692 0.008291 0.000186 0.007978 0.014526 0.018106 0.017966 0.014114 0.007321 0.001032 0.009233 0.015589 0.018777 0.018132 0.013787 0.006658 0.001747 0.009649 0.015384 0.017764 0.016335 0.011475 0.004296 0.003605 0.010514 0.014976 0.016115 0.013809 0.008693 0.001987 0.004803 0.010235 0.013258 0.013430 0.010992 0.006767 0.001927 0.002324 0.005068 0.005915 0.005102 0.003415
0.005003 0.002328 0.009244 0.014315 0.016491 0.015314 0.011021 0.004499 0.002892 0.009605 0.014227 0.015785 0.013961 0.009164 0.002443 0.004734 0.010815 0.014501 0.015040 0.012383 0.007193 0.000678 0.005691 0.010518 0.012793 0.012111 0.008750 0.003583 0.002138 0.007077 0.010132 0.010679 0.008706 0.004804 0.000006 0.004468 0.007516 0.008430 0.007075 0.003931 0.000020 0.003542 0.005474 0.005064 0.002223 0.002377 0.007388 0.011080 0.011778 0.008358
0.010376 0.013521 0.013780 0.011128 0.006178 0.000047 0.005900 0.010359 0.012382 0.011583 0.008222 0.003124 0.002511 0.007399 0.010463 0.011072 0.009181 0.005319 0.000459 0.004224 0.007629 0.008985 0.008026 0.005052 0.000849 0.003496 0.006863 0.008370 0.007595 0.004697 0.000396 0.004191 0.007809 0.009384 0.008316 0.004674 0.000760 0.006623 0.011266 0.013158 0.011306 0.005592 0.003072 0.012818 0.021167 0.025556 0.023981 0.015603 0.001167 0.016876
0.009212 0.005519 0.000774 0.003905 0.007445 0.009069 0.008465 0.005847 0.001897 0.002406 0.006016 0.008070 0.008085 0.006081 0.002569 0.001564 0.005264 0.007562 0.007816 0.005880 0.002161 0.002455 0.006794 0.009673 0.010192 0.007992 0.003384 0.002667 0.008725 0.013201 0.014740 0.012585 0.006840 0.001466 0.010523 0.018105 0.022070 0.020903 0.014161 0.002713 0.011310 0.024866 0.034609 0.037621 0.032148 0.018141 0.002504 0.026089 0.047649 0.061780
0.003751 0.006351 0.007262 0.006255 0.003564 0.000154 0.003974 0.006914 0.008175 0.007344 0.004515 0.000294 0.004322 0.008162 0.010163 0.009641 0.006492 0.001267 0.004909 0.010561 0.014204 0.014705 0.011602 0.005280 0.003048 0.011552 0.018179 0.021126 0.019299 0.012640 0.002232 0.009851 0.020940 0.028346 0.029959 0.024779 0.013231 0.002808 0.020275 0.035469 0.044765 0.045389 0.036080 0.017527 0.007538 0.034630 0.058172 0.072436 0.072611 0.055811
0.005951 0.002466 0.002001 0.006385 0.009560 0.010612 0.009083 0.005121 0.000509 0.006560 0.011571 0.014208 0.013601 0.009595 0.002844 0.005273 0.012940 0.018293 0.019873 0.016991 0.009945 0.000015 0.010767 0.020030 0.025572 0.025860 0.020405 0.009937 0.003677 0.017743 0.029250 0.035470 0.034549 0.025978 0.010822 0.008355 0.027883 0.043648 0.051913 0.050119 0.037511 0.015457 0.012627 0.041737 0.066040 0.079834 0.078539 0.059583 0.023059 0.027965
0.008448 0.012650 0.014204 0.012518 0.007736 0.000750 0.006962 0.013652 0.017695 0.017975 0.014171 0.006870 0.002522 0.012055 0.019639 0.023489 0.022521 0.016615 0.006695 0.005398 0.017236 0.026272 0.030366 0.028267 0.019945 0.006688 0.009079 0.024222 0.035515 0.040301 0.037074 0.025839 0.008190 0.012897 0.033540 0.049580 0.057300 0.054140 0.039317 0.014245 0.017362 0.049817 0.076272 0.089957 0.085649 0.061035 0.017607 0.039247 0.101055 0.157883
0.016317 0.011815 0.004450 0.004327 0.012692 0.018817 0.021258 0.019275 0.013020 0.003557 0.007306 0.017353 0.024398 0.026758 0.023643 0.015374 0.003379 0.010065 0.022270 0.030678 0.033365 0.029434 0.019212 0.004243 0.012916 0.029067 0.040871 0.045442 0.040963 0.027233 0.005997 0.019090 0.042960 0.060094 0.065783 0.057393 0.035282 0.003043 0.033057 0.065357 0.086476 0.090950 0.076418 0.044065 0.001712 0.054251 0.105927 0.149479 0.179145 0.191488
0.001259 0.008521 0.017029 0.022405 0.023369 0.019510 0.011404 0.000509 0.011105 0.021162 0.027600 0.028951 0.024615 0.015008 0.001563 0.013405 0.027008 0.036250 0.038636 0.032814 0.019098 0.000312 0.021568 0.039911 0.050772 0.050964 0.039633 0.018638 0.007766 0.033885 0.053927 0.063347 0.059851 0.043831 0.018186 0.012339 0.042096 0.065522 0.078016 0.076599 0.060350 0.030570 0.009313 0.054159 0.097834 0.134186 0.158155 0.166790 0.159972 0.140636
0.019950 0.025098 0.025569 0.020857 0.011398 0.001369 0.015111 0.026944 0.034001 0.034131 0.026563 0.012318 0.005821 0.023840 0.037439 0.043140 0.039241 0.026313 0.007098 0.014179 0.032849 0.044896 0.047819 0.041068 0.026022 0.005586 0.016415 0.035928 0.049315 0.053905 0.048428 0.033288 0.010631 0.015859 0.041468 0.061209 0.070742 0.067248 0.050073 0.020975 0.016114 0.055769 0.092089 0.119836 0.135487 0.137993 0.129097 0.113120 0.096261 0.085483
0.029154 0.019783 0.005243 0.011235 0.025780 0.034887 0.036331 0.029736 0.016626 0.000027 0.016577 0.029568 0.036452 0.036014 0.028481 0.015353 0.000931 0.017417 0.031091 0.039341 0.040394 0.033677 0.020033 0.001697 0.018007 0.035236 0.046371 0.048782 0.041439 0.025220 0.002836 0.021618 0.043419 0.058105 0.062344 0.054603 0.035491 0.007689 0.024530 0.056118 0.082271 0.099452 0.106214 0.103637 0.095255 0.086460 0.083464 0.092023 0.116154 0.157133
0.004778 0.017374 0.026398 0.030251 0.028336 0.021066 0.009756 0.003589 0.016558 0.026700 0.031949 0.031039 0.023832 0.011447 0.003864 0.019109 0.031149 0.037360 0.036209 0.027626 0.013071 0.004713 0.022220 0.035866 0.042706 0.041051 0.030865 0.013837 0.006878 0.027234 0.043087 0.051028 0.049119 0.037325 0.017561 0.006700 0.031179 0.051754 0.065438 0.071141 0.070045 0.065502 0.062437 0.066375 0.082280 0.113421 0.160504 0.221243 0.290460 0.360717
0.024351 0.027490 0.025199 0.017722 0.006405 0.006536 0.018461 0.026855 0.029867 0.026718 0.017888 0.005047 0.009255 0.022092 0.030748 0.033288 0.028988 0.018536 0.003940 0.011841 0.025493 0.034049 0.035542 0.029468 0.016946 0.000513 0.016396 0.030184 0.037883 0.037812 0.029955 0.015964 0.001221 0.018068 0.031302 0.038740 0.039923 0.036397 0.031583 0.030225 0.037509 0.058011 0.094664 0.147931 0.215367 0.291663 0.369193 0.439008 0.492123 0.520910
0.020637 0.011989 0.000728 0.010838 0.020275 0.025533 0.025395 0.019770 0.009747 0.002595 0.014616 0.023684 0.027762 0.025879 0.018377 0.006855 0.006169 0.017813 0.025481 0.027452 0.023274 0.013875 0.001369 0.011422 0.021598 0.026844 0.025969 0.019197 0.008144 0.004534 0.015749 0.022738 0.023806 0.018903 0.009907 0.000518 0.004242 0.001131 0.021570 0.060353 0.118193 0.192685 0.278257 0.366674 0.448061 0.512311 0.550650 0.557111 0.529653 0.470680
0.005705 0.014696 0.020383 0.021478 0.017724 0.009961 0.000056 0.010056 0.017766 0.021437 0.020242 0.014471 0.005462 0.004695 0.013640 0.019278 0.020263 0.016322 0.008335 0.001835 0.011746 0.018927 0.021460 0.018471 0.010407 0.000960 0.012853 0.022068 0.025723 0.022046 0.011016 0.005274 0.022658 0.035381 0.037000 0.021553 0.015175 0.074563 0.154447 0.248993 0.349219 0.444136 0.522333 0.573765 0.591416 0.572531 0.519161 0.437912 0.338931 0.234316
